Invoice_Number,Invoice_Date,Invoice_Total,Bill_To,Item_Description,Quantity,Item_Total,Unit_Price,Result,File Path
AIL-17-3052-35,09-May-17,"$1,220.12￼",Acuity Brands Lighting Inc,"Merchandise on Al L-17-3052 (35: KAN BAN # R532WH-Y) PO. 385645-L020 - 204pcs @$5,981 kpcs",,1220.12,,true,
